"EVADIDO","BOLSISTA","GRADE_CORRENTE","NOTA_MEDIA","TOT_MAT_CURSADAS","TOT_APROVACOES","TOT_REPROVACOES","TOT_REPROV_FREQ","SIF001","SIF002","SIF009","SIF026","SIF027","SIF032","SIF033","SIF042","SIF043","SIF047","SIF049","SIF058","SIF063","SIF064","SIF029","SIF006","SIF073"
0,0,2017,6.6,37,36,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1,1,2018,8,17,17,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1,2018,7.6,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2019,6.2,10,9,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2019,8.1,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2015,5.6,6,5,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2019,4.9,5,2,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2019,8.4,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2016,5.9,48,45,3,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0
0,1,2014,6.6,49,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2017,7.2,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2019,6.8,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2015,3.9,48,16,32,31,2,2,2,2,2,2,2,2,1,0,2,5,1,1,1,1,0
0,1,2016,5.8,40,37,3,3,0,0,1,2,1,1,2,1,1,1,1,1,1,0,1,1,0
0,1,2019,7.7,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2014,4,6,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2017,7.1,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1,1,2018,0,5,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2017,8,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1,1,2017,4.5,12,7,5,5,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0
0,1,2019,7.7,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2015,7.5,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2014,6.9,42,42,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
0,1,2017,7.7,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,0,2018,8.7,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2018,6.8,22,21,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2015,6.1,52,47,5,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,2014,4.2,12,4,8,8,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,2016,5.9,12,11,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,2014,4.5,23,12,11,9,1,1,2,1,2,0,0,1,0,0,0,0,1,1,2,1,0
1,1,2015,5.4,23,16,7,6,1,1,2,2,3,0,0,2,0,0,0,0,1,2,1,1,0
0,1,2015,5.8,54,48,6,6,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,0
1,1,2014,5.5,53,46,7,7,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,0
1,1,2016,6.1,36,32,4,4,1,1,1,1,1,1,0,1,1,0,0,1,1,1,2,1,0
0,1,2019,8.4,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2017,7.5,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2018,7.1,9,9,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2017,5.3,36,24,12,12,1,1,2,1,1,1,0,2,1,0,0,1,1,2,2,1,0
0,1,2017,7.6,36,36,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0
1,0,2014,5.8,23,21,2,2,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
1,1,2015,6.7,42,39,3,3,1,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,0
0,1,2018,6.4,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2015,8.6,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2019,8.1,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2016,6.8,23,23,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0
0,1,2016,6.5,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2015,4.3,23,12,11,11,2,1,2,1,2,0,0,2,0,0,0,0,1,2,2,1,0
1,1,2016,6.9,18,18,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
0,1,2018,6.4,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
1,0,2015,3.2,18,5,13,8,0,1,0,0,0,4,0,2,0,0,0,4,0,0,0,0,0
0,1,2017,7.6,36,35,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2017,7,30,30,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1,1,2015,5.7,23,16,7,6,1,1,2,1,2,0,0,2,0,0,0,0,1,1,1,1,0
0,1,2016,5.7,38,33,5,5,1,0,1,0,1,2,1,1,1,1,0,1,1,1,1,2,0
0,1,2016,7.8,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2019,6.6,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2018,6.5,10,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1,1,2018,1.6,11,2,9,1,2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
1,1,2014,5.7,12,10,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,2016,5.1,23,15,8,8,2,1,2,1,1,0,0,2,0,0,0,0,1,1,1,1,0
0,1,2019,5.7,10,7,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1
1,1,2015,4,23,11,12,11,2,1,2,2,2,0,0,2,0,0,0,0,1,1,2,1,0
0,1,2018,8.5,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
1,1,2017,4.2,22,12,10,7,2,1,0,1,4,0,0,2,0,0,0,0,1,1,2,1,0
1,1,2018,5.6,5,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2014,5.6,88,74,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2018,5,22,15,7,7,1,1,2,1,1,0,0,2,0,0,0,0,1,1,1,0,0
1,1,2014,6.2,18,15,3,3,1,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0
0,1,2015,8.3,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2015,6,48,43,5,5,1,0,5,1,1,1,5,0,1,1,1,1,1,1,1,0,0
0,1,2015,5.4,60,45,15,14,5,1,2,1,5,1,1,5,1,1,1,1,1,5,1,1,0
0,1,2019,7.9,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2019,7.6,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2017,5.4,30,21,9,9,0,0,1,1,2,2,0,2,1,0,0,1,1,1,2,1,0
0,1,2015,5.8,48,41,7,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0
1,1,2019,6.8,10,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2018,8.4,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2017,7.2,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2015,7.4,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2015,6.5,51,48,3,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,0
1,1,2018,5.9,11,9,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2017,7.4,18,18,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
1,1,2015,3.3,6,2,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2014,5.7,56,48,8,8,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,2018,7.4,21,21,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2019,7.7,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2016,5.9,48,40,8,8,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,0
0,1,2018,8.2,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
1,1,2016,2.5,11,2,9,7,0,0,2,2,0,0,0,4,0,0,0,0,1,1,0,0,0
1,1,2018,6.7,17,15,2,2,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1,1,2015,6.2,52,47,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0
1,1,2018,3.5,17,3,14,9,0,0,2,1,4,0,0,2,0,0,0,0,2,2,4,0,0
1,1,2016,1.3,12,0,12,10,2,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0
0,1,2019,8.1,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2018,7.2,11,10,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2019,9.2,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2015,7.2,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2018,7.3,21,21,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
1,1,2016,6.3,23,21,2,2,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0
1,1,2015,5.3,23,17,6,6,1,1,2,1,2,0,0,2,0,0,0,0,1,1,1,1,0
1,1,2014,7.2,29,27,2,2,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0
0,1,2017,7.8,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2019,5.8,5,4,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2017,6.2,36,32,4,4,1,1,1,1,2,1,0,1,1,0,0,1,1,1,2,1,0
0,1,2018,1.3,9,1,8,4,2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
0,1,2017,7.6,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2018,5.1,22,15,7,6,1,1,2,2,1,0,0,1,0,0,0,0,1,1,1,0,0
1,1,2017,5.7,46,39,7,7,1,1,1,1,1,2,0,2,1,0,0,1,1,1,1,1,0
1,1,2016,2.8,6,2,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2019,8.5,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2018,6.1,22,21,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2016,7.3,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2019,2,8,2,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
1,1,2016,3.8,36,16,20,19,0,0,2,1,1,1,2,2,1,0,0,2,1,1,1,1,0
0,1,2018,7.7,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2019,4.8,17,11,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2018,5,11,8,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1,1,2018,6.7,22,21,1,1,1,1,1,1,1,0,0,2,0,0,0,0,1,1,1,0,0
1,0,2014,7.3,18,18,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0
0,1,2019,4.7,10,6,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,2019,6,10,9,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2018,4.7,22,13,9,6,1,1,2,1,2,0,0,1,0,0,0,0,1,2,2,0,0
0,1,2019,5.7,10,7,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,2015,8.7,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2016,3.9,6,2,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2015,7.3,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2018,3.7,17,6,11,11,2,2,2,1,0,0,0,2,0,0,0,0,2,1,0,0,0
0,1,2019,6,8,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2017,7.4,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1,0,2014,5.2,18,14,4,4,1,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0
1,1,2015,6.1,48,43,5,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0
1,1,2015,4.7,53,32,21,21,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,0
1,1,2018,7.6,11,11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2014,5.3,23,16,7,7,1,1,2,1,2,0,0,1,0,0,0,0,1,1,2,1,0
1,1,2015,3.6,51,20,31,30,2,1,2,2,1,2,2,2,1,0,0,2,1,5,1,1,0
0,1,2015,7.7,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2014,5.9,6,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2015,6.9,49,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2019,9.3,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,2018,6.5,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2016,4,48,21,27,19,2,1,1,1,2,2,2,2,1,0,4,1,1,1,2,1,0
0,1,2019,6.1,10,8,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,2018,8.2,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2016,6.3,48,39,9,4,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,0
0,1,2019,6.3,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2016,3.9,12,6,6,6,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,2018,5.8,22,20,2,2,2,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
1,1,2016,6.1,42,37,5,5,2,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,0
1,1,2015,8,6,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2014,7.2,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2015,7,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2019,7.8,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,2016,6.6,48,46,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0
0,1,2019,7.3,7,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,2016,7.4,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2014,4.3,12,5,7,7,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,2017,7.7,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2014,7.3,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2019,3.5,5,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2017,7.9,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,0,2016,7.9,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2016,7.1,29,29,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0
0,1,2017,7.6,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2018,7.8,17,17,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,2017,3,23,5,18,18,2,1,2,2,2,0,0,2,0,0,0,0,1,2,2,1,0
0,1,2016,7.6,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2015,8.7,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2015,3.5,43,15,28,22,2,1,2,1,2,2,4,4,1,0,0,1,4,2,1,1,0
0,1,2017,7.5,36,35,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,2,1,0
0,1,2017,6.2,36,32,4,4,1,1,1,1,1,2,0,1,1,0,0,1,1,1,2,1,0
1,1,2018,6.3,16,14,2,2,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,1,2018,8.5,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2016,6,48,44,4,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0
1,1,2018,8.3,11,11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2018,8.1,11,11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2018,3.8,5,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2019,5.2,8,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,2019,6.9,10,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
1,1,2015,7.1,12,11,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,2019,6.2,10,9,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2017,3.7,6,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2015,5.8,12,8,4,3,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0
0,1,2016,7.4,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2018,7.6,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2019,7,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2017,2.2,12,3,9,3,2,1,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0
0,1,2019,5.8,9,8,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1,1,2015,6.2,6,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2017,5.4,12,9,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,2018,7.8,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2015,8.4,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2018,8.5,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
1,1,2017,7.1,12,12,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,2018,6.3,22,20,2,2,1,1,1,1,1,0,0,1,0,0,0,0,2,1,1,0,0
0,1,2018,5.5,22,18,4,2,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
1,1,2016,3.5,12,5,7,7,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0
0,1,2019,7.3,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2015,1.1,17,0,17,9,0,0,4,2,4,0,0,2,0,0,0,0,2,2,4,2,0
1,1,2017,5,11,6,5,3,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,2019,4.2,10,5,5,5,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2
0,0,2017,6,36,32,4,4,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2016,5.2,47,34,13,11,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,0
0,1,2017,6.1,36,33,3,3,1,1,1,1,2,1,0,2,1,0,0,1,1,1,1,1,0
0,1,2018,6.7,37,36,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1,1,2014,6,53,46,7,7,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,0
0,1,2017,6.4,36,35,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2014,7.9,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2016,5.8,47,41,6,6,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0
1,1,2017,3.7,36,15,21,19,2,1,2,1,2,4,0,2,1,0,0,1,1,2,2,1,0
0,1,2018,7.4,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,0,2016,5.8,48,41,7,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2018,8.9,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
1,1,2018,5.1,11,6,5,5,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,1,2018,4.5,22,13,9,7,2,1,2,1,4,0,0,1,0,0,0,0,2,4,1,0,0
1,0,2015,3.1,12,3,9,4,0,0,2,2,0,0,0,2,0,0,0,0,1,4,0,4,0
0,1,2019,7.6,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2017,5.4,30,24,6,5,0,0,2,1,1,4,0,1,1,0,0,2,1,1,2,1,0
1,1,2018,6.4,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2019,7.6,10,9,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
0,1,2017,7.6,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2017,7.7,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1,1,2014,0,6,0,6,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2018,7.9,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2017,8.3,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
0,1,2015,6.7,45,40,5,5,1,1,1,1,1,1,1,2,0,1,1,0,1,1,1,1,0
1,1,2015,2,12,1,11,11,0,0,2,2,0,0,0,2,0,0,0,0,1,2,0,2,0
1,1,2015,2.5,6,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2018,8,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2019,4.8,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2014,4.8,29,15,14,11,1,1,2,1,2,0,0,1,0,0,0,0,1,1,2,1,0
0,1,2015,7.9,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2018,6.7,22,21,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
0,1,2015,9.1,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2016,6.3,48,46,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2016,5.4,23,15,8,8,1,1,2,2,1,0,0,2,0,0,0,0,1,1,1,1,0
0,1,2019,6.3,9,8,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,1,2017,7.7,36,36,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0
1,1,2015,7,23,22,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,2,1,1,0
0,1,2016,5.7,48,40,8,8,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0
1,1,2014,6.8,12,12,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,2018,5.9,17,13,4,4,1,1,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0
0,1,2015,7.7,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2014,6,49,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,2016,7.8,48,48,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2015,6.5,23,22,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0
0,1,2019,6.7,10,10,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,2018,6.8,22,22,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0
1,1,2015,5,12,8,4,4,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0
1,1,2016,3.8,6,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
